id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1374433003259056129	1374433003259056129	2021-03-23 20:48:58 	2021-03-23	20:48:58	+0200	17061263	netanyahu	Benjamin Netanyahu		 https://t.co/ESsqiiKyNq	und	[]	['https://twitter.com/i/broadcasts/1kvKpokblPPxE']	[]	81	162	898	[]	[]	https://twitter.com/netanyahu/status/1374433003259056129	False		0								[]				
1374424797115916288	1374424797115916288	2021-03-23 20:16:21 	2021-03-23	20:16:21	+0200	17061263	netanyahu	Benjamin Netanyahu		שלטון הימין בסכנה בגלל שמצביעי הליכוד נשארים בבית. צאו עכשיו להצביע מחל כדי להציל ממשלת ימין ברגע האחרון! תדאגו להביא עכשיו (!!!) כמה שיותר מצביעי מחל כדי למנוע מלפיד להיות ראש ממשלה ברגע האחרון!	iw	[]	[]	[]	196	280	1872	[]	[]	https://twitter.com/netanyahu/status/1374424797115916288	False		0								[]				
1374424794532249600	1374424794532249600	2021-03-23 20:16:21 	2021-03-23	20:16:21	+0200	17061263	netanyahu	Benjamin Netanyahu		בטלוויזיה חוגגים כי הם רוצים שמצביעי הליכוד ישארו בבית כדי לקבל את יאיר לפיד ראש ממשלה. צאו להצביע מחל עכשיו — עוד 2 מנדטים לליכוד וננצח! ✌️  https://t.co/RPRKfywr4O	iw	[]	[]	[]	74	126	923	[]	[]	https://twitter.com/netanyahu/status/1374424794532249600	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374423155112960002/pu/img/yXdKcyQUXBiegmhH.jpg							[]				
1374409013295607811	1374409013295607811	2021-03-23 19:13:38 	2021-03-23	19:13:38	+0200	17061263	netanyahu	Benjamin Netanyahu		📢דיווח חירום!📢  אחוזי הצבעה נמוכים מאוד לליכוד בערים הבאות: ירושלים, ראשל״צ, פתח-תקווה, נתניה, אשדוד, אשקלון, עכו, קרית גת, קרית אתא, רחובות, לוד, רמלה ונהריה.  צאו להצביע מחל!	iw	[]	[]	[]	231	293	1745	[]	[]	https://twitter.com/netanyahu/status/1374409013295607811	False		0								[]				
1374394632973393929	1374394632973393929	2021-03-23 18:16:30 	2021-03-23	18:16:30	+0200	17061263	netanyahu	Benjamin Netanyahu		ירושלמים — צאו להצביע מחל!  https://t.co/myTEN0IZtZ	iw	[]	[]	[]	107	149	1110	[]	[]	https://twitter.com/netanyahu/status/1374394632973393929	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374394573175156746/pu/img/7MKk8fYXXTAyKpiN.jpg							[]				
1374392919918923784	1374392919918923784	2021-03-23 18:09:41 	2021-03-23	18:09:41	+0200	17061263	netanyahu	Benjamin Netanyahu		ירושלמים — אתם ישנים על האף. צאו להצביע עכשיו מחל. אחוז ההצבעה אצלנו נמוך מדיי. לא תצאו להצביע? תקבלו את לפיד ראש ממשלה בעוד פחות מ-4 שעות. צאו להצביע מחל וננצח! ✌️	iw	[]	[]	[]	174	253	2062	[]	[]	https://twitter.com/netanyahu/status/1374392919918923784	False		0								[]				
1374375486424412166	1374375486424412166	2021-03-23 17:00:25 	2021-03-23	17:00:25	+0200	17061263	netanyahu	Benjamin Netanyahu		הלכתי להוציא את עדן בן זקן להצביע. רק מחל! 🇮🇱  https://t.co/doBA1uznxg	iw	[]	[]	['https://pbs.twimg.com/media/ExLDNx-UYAAW57N.jpg', 'https://pbs.twimg.com/media/ExLDNx8U8AUjuhK.jpg', 'https://pbs.twimg.com/media/ExLDNx5VgAoUh59.jpg']	152	173	2059	[]	[]	https://twitter.com/netanyahu/status/1374375486424412166	False		1	https://pbs.twimg.com/media/ExLDNx-UYAAW57N.jpg							[]				
1374373925640040451	1374373925640040451	2021-03-23 16:54:13 	2021-03-23	16:54:13	+0200	17061263	netanyahu	Benjamin Netanyahu		עדן בן זקן יוצאת להצביע, לא תבואו?  https://t.co/IMaoqhEXUc	iw	[]	[]	[]	132	181	1508	[]	[]	https://twitter.com/netanyahu/status/1374373925640040451	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374372359474356229/pu/img/OYkJp64vkNQN0zPj.jpg							[]				
1374361180261715979	1374361180261715979	2021-03-23 16:03:34 	2021-03-23	16:03:34	+0200	17061263	netanyahu	Benjamin Netanyahu		פנייה לתושבי הדרום —  https://t.co/UsJwzY6we5	iw	[]	[]	[]	68	107	693	[]	[]	https://twitter.com/netanyahu/status/1374361180261715979	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374360902020046857/pu/img/jwFf7WIQJPUMBm_L.jpg							[]				
1374360255136722944	1374360255136722944	2021-03-23 15:59:53 	2021-03-23	15:59:53	+0200	17061263	netanyahu	Benjamin Netanyahu		רואה אחוזי הצבעה נמוכים בדרום. ליכודניקים חייבים לצאת להצביע עכשיו. קחו את המשפחה והחברים. עוד שני מנדטים ואנחנו מנצחים ומקימים ממשלת ימין חזקה ✌️	iw	[]	[]	[]	160	198	1646	[]	[]	https://twitter.com/netanyahu/status/1374360255136722944	False		0								[]				
1374358747347365894	1374358747347365894	2021-03-23 15:53:54 	2021-03-23	15:53:54	+0200	17061263	netanyahu	Benjamin Netanyahu		בקניון בבת ים — ליכודניקים צאו להצביע!!!  https://t.co/C17eJZwP8i	iw	[]	[]	[]	83	169	1330	[]	[]	https://twitter.com/netanyahu/status/1374358747347365894	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374358495869419524/pu/img/whK1wmmjY-JvOS3x.jpg							[]				
1374355080074436609	1374355080074436609	2021-03-23 15:39:20 	2021-03-23	15:39:20	+0200	17061263	netanyahu	Benjamin Netanyahu		שיעורי הצבעה נמוכים במעוזי הליכוד. צאו להצביע. אנחנו צריכים עוד 2 מנדטים לניצחון! ✌️  https://t.co/cWCw4MLYor	iw	[]	[]	['https://pbs.twimg.com/media/ExKwo4ZW8AAeCPN.jpg']	118	140	1165	[]	[]	https://twitter.com/netanyahu/status/1374355080074436609	False		1	https://pbs.twimg.com/media/ExKwo4ZW8AAeCPN.jpg							[]				
1374354898658193416	1374354898658193416	2021-03-23 15:38:36 	2021-03-23	15:38:36	+0200	17061263	netanyahu	Benjamin Netanyahu		שיעורי הצבעה נמוכים במעוזי הליכוד. צאו להצביע. אנחנו צריכים עוד 2 מנדטים לניצחון! ✌️  https://t.co/UCw4b8oGWg	iw	[]	[]	[]	57	114	795	[]	[]	https://twitter.com/netanyahu/status/1374354898658193416	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374354790847819777/pu/img/LAbfzwVEzVqrqEcr.jpg							[]				
1374322778963386370	1374322778963386370	2021-03-23 13:30:58 	2021-03-23	13:30:58	+0200	17061263	netanyahu	Benjamin Netanyahu		لدي بشرى كبيرة لمواطني إسرائيل المسلمين - طيران مباشر من إسرائيل لمكة، الحلم سيتحقق! اخرجوا للتصويت اليوم 'م ح ل' - واجلبوا ٣ اصدقاء. יש לי בשורה אדירה לאזרחי ישראל המוסלמים - טיסות ישירות מישראל למכה, חלום שיהפוך למציאות! צאו להצביע היום 'מחל' - והביאו 3 חברים  https://t.co/bXh4zfn2uJ	und	[]	[]	[]	267	141	884	[]	[]	https://twitter.com/netanyahu/status/1374322778963386370	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374322747048878082/pu/img/GB2QdJ9hawQd-58z.jpg							[]				
1374310838639661056	1374310838639661056	2021-03-23 12:43:32 	2021-03-23	12:43:32	+0200	17061263	netanyahu	Benjamin Netanyahu		צאו להצביע מחל ✌️  https://t.co/rJLa1rxVct	iw	[]	[]	[]	113	137	948	[]	[]	https://twitter.com/netanyahu/status/1374310838639661056	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374310812748222465/pu/img/kHHySoeH5QBAtQ8X.jpg							[]				
1374304882434396160	1374304882434396160	2021-03-23 12:19:51 	2021-03-23	12:19:51	+0200	17061263	netanyahu	Benjamin Netanyahu		צאו להצביע מחל ✌️	iw	[]	[]	[]	311	278	3077	[]	[]	https://twitter.com/netanyahu/status/1374304882434396160	False		0								[]				
1374288621805658114	1374288621805658114	2021-03-23 11:15:15 	2021-03-23	11:15:15	+0200	17061263	netanyahu	Benjamin Netanyahu		הצבענו מחל. עכשיו תורכם. עוד 2 מנדטים לממשלת ימין יציבה - בלי עוד בחירות, בלי רוטציה, בלי לפיד. צאו להצביע ✌️  https://t.co/eZHD7fNmsX	iw	[]	[]	['https://pbs.twimg.com/media/ExJ0NmzXIAcFHzw.jpg']	237	182	2274	[]	[]	https://twitter.com/netanyahu/status/1374288621805658114	False		1	https://pbs.twimg.com/media/ExJ0NmzXIAcFHzw.jpg							[]				
1374288092065112065	1374288092065112065	2021-03-23 11:13:08 	2021-03-23	11:13:08	+0200	17061263	netanyahu	Benjamin Netanyahu		הצבענו מחל. עכשיו תורכם. עוד 2 מנדטים לממשלת ימין יציבה - בלי עוד בחירות, בלי רוטציה, בלי לפיד. צאו להצביע ✌️  https://t.co/QSdjyZ6bRq	iw	[]	[]	[]	69	113	916	[]	[]	https://twitter.com/netanyahu/status/1374288092065112065	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374287701852176384/pu/img/5Wrbie3T1ss4x8Ci.jpg							[]				
1374273984452308994	1374273984452308994	2021-03-23 10:17:05 	2021-03-23	10:17:05	+0200	17061263	netanyahu	Benjamin Netanyahu		עולה ללייב עכשיו  https://t.co/tT198xi5Qu	iw	[]	['https://www.facebook.com/Netanyahu/videos/384540452735778/']	[]	111	57	450	[]	[]	https://twitter.com/netanyahu/status/1374273984452308994	False		0								[]				
1374249439532089347	1374249439532089347	2021-03-23 08:39:33 	2021-03-23	08:39:33	+0200	17061263	netanyahu	Benjamin Netanyahu		✌️  https://t.co/K0UmAiVAjm	und	[]	[]	[]	122	138	968	[]	[]	https://twitter.com/netanyahu/status/1374249439532089347	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374248700629946369/pu/img/inEgsfupvcFimBVs.jpg							[]				
1374242487301242880	1374242487301242880	2021-03-23 08:11:55 	2021-03-23	08:11:55	+0200	17061263	netanyahu	Benjamin Netanyahu		כל חיי אני עובד למענכם, היום אני מבקש מכם דבר אחד: צאו להצביע מחל.   עוד 2 מנדטים ויש לנו ממשלת ימין חזקה - בלי לפיד, בלי רוטציה ובלי עוד בחירות.   תביאו 3 חברים/משפחה לקלפי שיצביעו מחל, והניצחון בידינו!   סומך עליכם. אוהב אתכם. יחד ננצח! ✌️🇮🇱	iw	[]	[]	[]	516	336	2859	[]	[]	https://twitter.com/netanyahu/status/1374242487301242880	False		0								[]				
1374123098413350917	1374123098413350917	2021-03-23 00:17:31 	2021-03-23	00:17:31	+0200	17061263	netanyahu	Benjamin Netanyahu		הצבעה לליכוד היא הצבעה גם למען זכויות בעלי החיים. יחד עם טל גלבוע אנחנו נמשיך להביא עוד הישגים חסרי תקדים.   @talgilboa  https://t.co/xjGYN0aV5n	iw	[{'screen_name': 'talgilboa', 'name': 'tal gilboa🇮🇱', 'id': '91341099'}]	[]	[]	140	93	797	[]	[]	https://twitter.com/netanyahu/status/1374123098413350917	False		1	https://pbs.twimg.com/amplify_video_thumb/1374121081724936198/img/fhdYvFA_f8-pGnL4.jpg							[]				
1374113611346497541	1374113611346497541	2021-03-22 23:39:49 	2021-03-22	23:39:49	+0200	17061263	netanyahu	Benjamin Netanyahu		לא אשכח לעולם! 🇮🇱	iw	[]	[]	[]	156	207	1730	[]	[]	https://twitter.com/netanyahu/status/1374113611346497541	False	https://twitter.com/zalmanovitz/status/1374113388750635011	0								[]				
1374104815089942530	1374104815089942530	2021-03-22 23:04:52 	2021-03-22	23:04:52	+0200	17061263	netanyahu	Benjamin Netanyahu		מקובל עליי ✌️	iw	[]	[]	[]	77	79	1313	[]	[]	https://twitter.com/netanyahu/status/1374104815089942530	False	https://twitter.com/yanivturgi/status/1374088187124060161	0								[]				
1374096556492787714	1374096556492787714	2021-03-22 22:32:03 	2021-03-22	22:32:03	+0200	17061263	netanyahu	Benjamin Netanyahu		מתפללים בכותל לניצחון עם ישראל 🇮🇱✌️  https://t.co/5uqBcc1wgC	iw	[]	[]	['https://pbs.twimg.com/media/ExHFiCJXIAUtAET.jpg', 'https://pbs.twimg.com/media/ExHFiCLWQAAV_2H.jpg', 'https://pbs.twimg.com/media/ExHFiCIWYAk9Nom.jpg', 'https://pbs.twimg.com/media/ExHFiCPXMAYFsxg.jpg']	481	273	2689	[]	[]	https://twitter.com/netanyahu/status/1374096556492787714	False		1	https://pbs.twimg.com/media/ExHFiCJXIAUtAET.jpg							[]				
1374094432820211714	1374094432820211714	2021-03-22 22:23:36 	2021-03-22	22:23:36	+0200	17061263	netanyahu	Benjamin Netanyahu		בנט - בטל מייד את הסכם העודפים שלך עם גדעון סער שחשף היום שילך לממשלת רוטציה עם לפיד. אל תעביר קולות מימין ללפיד!  https://t.co/Awb9ukls8L	iw	[]	[]	[]	255	163	1172	[]	[]	https://twitter.com/netanyahu/status/1374094432820211714	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374093883777372163/pu/img/6L2hGeBaOI0iLdZb.jpg							[]				
1374089210865590276	1374089210865590276	2021-03-22 22:02:51 	2021-03-22	22:02:51	+0200	17061263	netanyahu	Benjamin Netanyahu		דודי היקר, שרה ואני שמענו בצער על פטירתו של אחיך האהוב יואל ז״ל. מתפללים שלא תדע עוד צער. חיבוק חם ותנחומים מעומק הלב, מאיתנו ומכל חברות וחברי הליכוד.	iw	[]	[]	[]	51	115	2159	[]	[]	https://twitter.com/netanyahu/status/1374089210865590276	False		0								[]				
1374079523248046088	1374079523248046088	2021-03-22 21:24:22 	2021-03-22	21:24:22	+0200	17061263	netanyahu	Benjamin Netanyahu		*2285 מספר הכוכבית של הליכוד. אם אתם צריכים להזמין הסעה, אם יש לכם תקלה באפליקציה או כל דבר אחר - אנחנו לשירותכם בכוכבית של הליכוד.  https://t.co/f5XeIBcYKk	iw	[]	[]	[]	138	137	804	[]	[]	https://twitter.com/netanyahu/status/1374079523248046088	False		1	https://pbs.twimg.com/media/ExGsBH_WEAAUhNR.jpg							[]				
1374070279052333059	1374070279052333059	2021-03-22 20:47:38 	2021-03-22	20:47:38	+0200	17061263	netanyahu	Benjamin Netanyahu		תודה אבנר — אוהב אותך מאוד ❤️   https://t.co/z9O0TjdjF7	iw	[]	['https://www.facebook.com/1113067676/posts/10223559776438515/?d=n']	[]	103	88	1352	[]	[]	https://twitter.com/netanyahu/status/1374070279052333059	False		0								[]				
1374068077340557314	1374068077340557314	2021-03-22 20:38:53 	2021-03-22	20:38:53	+0200	17061263	netanyahu	Benjamin Netanyahu		✌️ שני מנדטים ומנצחים!	iw	[]	[]	[]	119	62	829	[]	[]	https://twitter.com/netanyahu/status/1374068077340557314	False	https://twitter.com/batelb/status/1374056203953840133	0								[]				
1374064939380379657	1374064939380379657	2021-03-22 20:26:25 	2021-03-22	20:26:25	+0200	17061263	netanyahu	Benjamin Netanyahu		כל מה שאתם לדעת ביום הבחירות. *2285  https://t.co/XIzx8BDrv9	iw	[]	[]	[]	92	112	797	[]	[]	https://twitter.com/netanyahu/status/1374064939380379657	False		1	https://pbs.twimg.com/media/ExGsBH_WEAAUhNR.jpg							[]				
1374063515527446534	1374063515527446534	2021-03-22 20:20:45 	2021-03-22	20:20:45	+0200	17061263	netanyahu	Benjamin Netanyahu		 https://t.co/gfkgoqCXst	und	[]	[]	[]	77	88	641	[]	[]	https://twitter.com/netanyahu/status/1374063515527446534	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374063487333363716/pu/img/6g219CS0UMFumwe4.jpg							[]				
1374049556158160896	1374049556158160896	2021-03-22 19:25:17 	2021-03-22	19:25:17	+0200	17061263	netanyahu	Benjamin Netanyahu		Thank you! 🇸🇮❤️🇮🇱	en	[]	[]	[]	58	111	942	[]	[]	https://twitter.com/netanyahu/status/1374049556158160896	False	https://twitter.com/jjansasds/status/1374043180069482510	0								[]				
1374017517274992642	1374017517274992642	2021-03-22 17:17:58 	2021-03-22	17:17:58	+0200	17061263	netanyahu	Benjamin Netanyahu		ריק!  https://t.co/UN7T9BQf9k	iw	[]	[]	[]	164	138	1265	[]	[]	https://twitter.com/netanyahu/status/1374017517274992642	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374017457787187203/pu/img/80-15Lp1bfrDjZ8p.jpg							[]				
1374016679773097988	1374016679773097988	2021-03-22 17:14:39 	2021-03-22	17:14:39	+0200	17061263	netanyahu	Benjamin Netanyahu		מבקר כעת בבית החולים שערי צדק, בעוד מחלקת קורונה שנסגרת בזכות מיליוני החיסונים שהבאנו. במקום הזה אנשים ונשים נאבקו על חייהם. היום אנחנו חוזרים לחיים, חוזרים לחייך, ראשונים בעולם. תודה לרופאים, לרופאות ולכל הצוותים הרפואיים המדהימים שלנו! 🇮🇱  https://t.co/X6NAxZ2WZ1	iw	[]	[]	[]	112	141	948	[]	[]	https://twitter.com/netanyahu/status/1374016679773097988	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374016372028628998/pu/img/7USEv2kMHV0PKQ2y.jpg							[]				
1374007184409890821	1374007184409890821	2021-03-22 16:36:55 	2021-03-22	16:36:55	+0200	17061263	netanyahu	Benjamin Netanyahu		אל תתנו להם להרדים אותנו!   עוד 2 מנדטים לליכוד לממשלת ימין יציבה שתזניק את הכלכלה!🇮🇱✌️  https://t.co/zFFkKQrNcS	iw	[]	[]	[]	86	84	704	[]	[]	https://twitter.com/netanyahu/status/1374007184409890821	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1374007146749300736/pu/img/nMaDGWwmnP7Uymof.jpg							[]				
1374002155938537474	1374002155938537474	2021-03-22 16:16:56 	2021-03-22	16:16:56	+0200	17061263	netanyahu	Benjamin Netanyahu		שידור חי	iw	[]	[]	[]	43	56	550	[]	[]	https://twitter.com/netanyahu/status/1374002155938537474	False	https://twitter.com/YinonMagal/status/1374001776542748672	0								[]				
1373999923436384259	1373999923436384259	2021-03-22 16:08:04 	2021-03-22	16:08:04	+0200	17061263	netanyahu	Benjamin Netanyahu		תקשיבו למשה בר סימן טוב: ״האובססיה של נתניהו לחיסונים - עבדה! ישראל במצב מעולה״  https://t.co/HMDowBl8iy	iw	[]	[]	[]	89	98	872	[]	[]	https://twitter.com/netanyahu/status/1373999923436384259	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1373999883129081857/pu/img/nP_bAnXL4BFl-Bb8.jpg							[]				
1373987627184054279	1373987627184054279	2021-03-22 15:19:12 	2021-03-22	15:19:12	+0200	17061263	netanyahu	Benjamin Netanyahu		עכשיו במחנה יהודה! שני מנדטים לניצחון!!! ✌️  https://t.co/RijPMxQ5J5	iw	[]	[]	[]	156	118	1164	[]	[]	https://twitter.com/netanyahu/status/1373987627184054279	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1373986905252110343/pu/img/RuGAZ5tgaQzK2L5r.jpg							[]				
1373985877639229440	1373985877639229440	2021-03-22 15:12:15 	2021-03-22	15:12:15	+0200	17061263	netanyahu	Benjamin Netanyahu		 https://t.co/wVJ1HJmISv	und	[]	['https://twitter.com/i/broadcasts/1BRJjBLYWmvJw']	[]	94	139	1057	[]	[]	https://twitter.com/netanyahu/status/1373985877639229440	False		0								[]				
1373979351507685378	1373979351507685378	2021-03-22 14:46:19 	2021-03-22	14:46:19	+0200	17061263	netanyahu	Benjamin Netanyahu		אני הולך להפתיע עכשיו מישהו בשידור חי  https://t.co/gJe7pfmcsA	iw	[]	['https://fb.watch/4oiLCgUs6o/']	[]	98	58	488	[]	[]	https://twitter.com/netanyahu/status/1373979351507685378	False		0								[]				
1373974141217468417	1373974141217468417	2021-03-22 14:25:37 	2021-03-22	14:25:37	+0200	17061263	netanyahu	Benjamin Netanyahu		הצבעה לבנט = הצבעה ללפיד בממשלה. הצבעה למחל = הצבעה לבנט בממשלה.  https://t.co/aans1C0yyM	iw	[]	[]	[]	112	87	608	[]	[]	https://twitter.com/netanyahu/status/1373974141217468417	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1373974098460692480/pu/img/vuW_351IFPSLgiWV.jpg							[]				
1373961391661547525	1373961391661547525	2021-03-22 13:34:57 	2021-03-22	13:34:57	+0200	17061263	netanyahu	Benjamin Netanyahu		חוזרים לחיים, חוזרים לחייך!  https://t.co/q3RhWaCgf0	iw	[]	[]	['https://pbs.twimg.com/media/ExFKmdPXMAA9y0Q.jpg']	216	127	1131	[]	[]	https://twitter.com/netanyahu/status/1373961391661547525	False		1	https://pbs.twimg.com/media/ExFKmdPXMAA9y0Q.jpg							[]				
1373960490913820674	1373960490913820674	2021-03-22 13:31:22 	2021-03-22	13:31:22	+0200	17061263	netanyahu	Benjamin Netanyahu		כנסו תראו מה שמסתירים מכם בטלוויזיה. שידור חי  https://t.co/Pjein4fghQ	iw	[]	['https://fb.watch/4oeosrJaAB/']	[]	69	61	414	[]	[]	https://twitter.com/netanyahu/status/1373960490913820674	False		0								[]				
1373958027536130049	1373913146621054976	2021-03-22 13:21:35 	2021-03-22	13:21:35	+0200	17061263	netanyahu	Benjamin Netanyahu		מחר מצביעים מחל! חסרים לנו 2 מנדטים לממשלת ימין יציבה ל-4 שנים. צאו להצביע לליכוד, הביאו 3 חברים, ויחד ננצח ונזניק את הכלכלה שלנו! ✌️   https://t.co/mLH5Qa4xBz	iw	[]	['https://3.likud.org.il/']	[]	70	42	369	[]	[]	https://twitter.com/netanyahu/status/1373958027536130049	False		0								[]				
1373947876913639424	1373947876913639424	2021-03-22 12:41:15 	2021-03-22	12:41:15	+0200	17061263	netanyahu	Benjamin Netanyahu		שידור חי מהשומרון  https://t.co/TGM4AJmpz6	iw	[]	['https://fb.watch/4obs-zkvJU/']	[]	40	43	332	[]	[]	https://twitter.com/netanyahu/status/1373947876913639424	False		0								[]				
1373932983569281036	1373932983569281036	2021-03-22 11:42:04 	2021-03-22	11:42:04	+0200	17061263	netanyahu	Benjamin Netanyahu		✌️ עוד 2 מנדטים לממשלת ימין יציבה שתזניק את הכלכלה ל-4 שנים.	iw	[]	[]	[]	282	192	2564	[]	[]	https://twitter.com/netanyahu/status/1373932983569281036	False		0								[]				
1373920968935157762	1373920968935157762	2021-03-22 10:54:19 	2021-03-22	10:54:19	+0200	17061263	netanyahu	Benjamin Netanyahu		אח שלי.    https://t.co/7VsHT69mOT	iw	[]	['https://m.ynet.co.il/articles/59023590']	[]	154	107	967	[]	[]	https://twitter.com/netanyahu/status/1373920968935157762	False		0								[]				
1373913146621054976	1373913146621054976	2021-03-22 10:23:14 	2021-03-22	10:23:14	+0200	17061263	netanyahu	Benjamin Netanyahu		יש לי מסר חשוב מאוד בשבילכם👇  https://t.co/FKZHJEQMeR	iw	[]	[]	[]	244	230	1523	[]	[]	https://twitter.com/netanyahu/status/1373913146621054976	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1373912787861319681/pu/img/we1CS8v_mNnxeaj4.jpg							[]				
